values,attributes,fetal_health
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.001,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.003,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.008,fetal_movement,3.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.003,fetal_movement,1.0
0.004,fetal_movement,1.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,3.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.002,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.002,fetal_movement,1.0
0.0,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.001,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.002,fetal_movement,3.0
0.003,fetal_movement,3.0
0.004,fetal_movement,1.0
0.007,fetal_movement,1.0
0.007,fetal_movement,1.0
0.005,fetal_movement,1.0
0.006,fetal_movement,1.0
0.006,fetal_movement,1.0
0.007,fetal_movement,1.0
0.008,fetal_movement,1.0
0.0,fetal_movement,3.0
0.015,fetal_movement,1.0
0.002,fetal_movement,1.0
0.017,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.003,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.002,fetal_movement,1.0
0.008,fetal_movement,1.0
0.009,fetal_movement,1.0
0.009,fetal_movement,1.0
0.006,fetal_movement,1.0
0.003,fetal_movement,1.0
0.003,fetal_movement,2.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.004,fetal_movement,1.0
0.009,fetal_movement,1.0
0.01,fetal_movement,1.0
0.009,fetal_movement,1.0
0.006,fetal_movement,1.0
0.001,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.001,fetal_movement,1.0
0.001,fetal_movement,1.0
0.003,fetal_movement,1.0
0.001,fetal_movement,1.0
0.004,fetal_movement,1.0
0.004,fetal_movement,1.0
0.005,fetal_movement,1.0
0.002,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,1.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.0,fetal_movement,2.0
0.002,fetal_movement,1.0
0.0,uterine_contractions,2.0
0.006,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.01,uterine_contractions,3.0
0.013,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.002,uterine_contractions,3.0
0.003,uterine_contractions,3.0
0.001,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.008,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,2.0
0.006,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,3.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.003,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.009,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.012,uterine_contractions,1.0
0.011,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.006,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.002,uterine_contractions,3.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.009,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.007,uterine_contractions,3.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.007,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.004,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.01,uterine_contractions,1.0
0.008,uterine_contractions,2.0
0.01,uterine_contractions,1.0
0.009,uterine_contractions,2.0
0.008,uterine_contractions,2.0
0.009,uterine_contractions,2.0
0.006,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,2.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,2.0
0.004,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.005,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.007,uterine_contractions,1.0
0.005,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.001,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.004,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.013,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.006,uterine_contractions,2.0
0.004,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.009,uterine_contractions,1.0
0.01,uterine_contractions,1.0
0.01,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.003,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,2.0
0.004,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.001,uterine_contractions,3.0
0.002,uterine_contractions,3.0
0.003,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,2.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,3.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.003,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.005,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.006,uterine_contractions,2.0
0.008,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.008,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.006,uterine_contractions,2.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.003,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,2.0
0.001,uterine_contractions,3.0
0.002,uterine_contractions,3.0
0.002,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.001,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.0,uterine_contractions,3.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.001,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.001,uterine_contractions,1.0
0.002,uterine_contractions,1.0
0.0,uterine_contractions,2.0
0.002,uterine_contractions,2.0
0.0,uterine_contractions,2.0
0.005,uterine_contractions,2.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,2.0
0.004,uterine_contractions,2.0
0.006,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.01,uterine_contractions,1.0
0.01,uterine_contractions,1.0
0.012,uterine_contractions,1.0
0.011,uterine_contractions,1.0
0.005,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.008,uterine_contractions,1.0
0.007,uterine_contractions,1.0
0.0,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.004,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.003,uterine_contractions,1.0
0.006,uterine_contractions,1.0
0.004,uterine_contractions,1.0
